Date,Restaurant_Food,Actual_Units_Sold,Predicted_Units_Sold
2023-11-11,R3_Pav (bread roll) — Egg / Veg,200,165.83052
2023-11-12,R3_Pav (bread roll) — Egg / Veg,244,163.45677
2023-11-13,R3_Pav (bread roll) — Egg / Veg,149,165.0383
2023-11-14,R3_Pav (bread roll) — Egg / Veg,159,163.43062
2023-11-15,R3_Pav (bread roll) — Egg / Veg,141,150.1917
2023-11-16,R3_Pav (bread roll) — Egg / Veg,208,172.37746
2023-11-17,R3_Pav (bread roll) — Egg / Veg,164,149.19711
2023-11-18,R3_Pav (bread roll) — Egg / Veg,232,158.22064
2023-11-19,R3_Pav (bread roll) — Egg / Veg,188,165.08577
2023-11-20,R3_Pav (bread roll) — Egg / Veg,233,174.35709
2023-11-21,R3_Pav (bread roll) — Egg / Veg,150,141.00473
2023-11-22,R3_Pav (bread roll) — Egg / Veg,192,148.94484
2023-11-23,R3_Pav (bread roll) — Egg / Veg,158,165.16467
2023-11-24,R3_Pav (bread roll) — Egg / Veg,177,168.00874
2023-11-25,R3_Pav (bread roll) — Egg / Veg,192,185.46736
2023-11-26,R3_Pav (bread roll) — Egg / Veg,190,169.78604
2023-11-27,R3_Pav (bread roll) — Egg / Veg,148,142.35167
2023-11-28,R3_Pav (bread roll) — Egg / Veg,195,135.15138
2023-11-29,R3_Pav (bread roll) — Egg / Veg,173,156.85835
2023-11-30,R3_Pav (bread roll) — Egg / Veg,170,170.84691
2023-12-01,R3_Pav (bread roll) — Egg / Veg,258,163.78278
2023-12-02,R3_Pav (bread roll) — Egg / Veg,179,181.97961
2023-12-03,R3_Pav (bread roll) — Egg / Veg,230,177.90714
2023-12-04,R3_Pav (bread roll) — Egg / Veg,185,179.06694
2023-12-05,R3_Pav (bread roll) — Egg / Veg,180,184.14806
2023-12-06,R3_Pav (bread roll) — Egg / Veg,197,178.64934
2023-12-07,R3_Pav (bread roll) — Egg / Veg,210,170.9123
2023-12-08,R3_Pav (bread roll) — Egg / Veg,212,191.68369
2023-12-09,R3_Pav (bread roll) — Egg / Veg,255,181.19513
2023-12-10,R3_Pav (bread roll) — Egg / Veg,222,204.99004
2023-12-11,R3_Pav (bread roll) — Egg / Veg,213,191.80983
2023-12-12,R3_Pav (bread roll) — Egg / Veg,225,182.76183
2023-12-13,R3_Pav (bread roll) — Egg / Veg,209,248.44093
2023-12-14,R3_Pav (bread roll) — Egg / Veg,233,176.55753
2023-12-15,R3_Pav (bread roll) — Egg / Veg,189,191.5726
2023-12-16,R3_Pav (bread roll) — Egg / Veg,283,214.33806
2023-12-17,R3_Pav (bread roll) — Egg / Veg,221,215.84222
2023-12-18,R3_Pav (bread roll) — Egg / Veg,230,195.44402
2023-12-19,R3_Pav (bread roll) — Egg / Veg,170,196.32756
2023-12-20,R3_Pav (bread roll) — Egg / Veg,204,198.2269
2023-12-21,R3_Pav (bread roll) — Egg / Veg,224,177.4257
2023-12-22,R3_Pav (bread roll) — Egg / Veg,172,164.6207
2023-12-23,R3_Pav (bread roll) — Egg / Veg,236,224.65424
2023-12-24,R3_Pav (bread roll) — Egg / Veg,265,228.60913
2023-12-25,R3_Pav (bread roll) — Egg / Veg,227,215.03128
2023-12-26,R3_Pav (bread roll) — Egg / Veg,279,258.07397
2023-12-27,R3_Pav (bread roll) — Egg / Veg,285,255.83594
2023-12-28,R3_Pav (bread roll) — Egg / Veg,256,233.65874
2023-12-29,R3_Pav (bread roll) — Egg / Veg,302,237.9355
2023-12-30,R3_Pav (bread roll) — Egg / Veg,341,297.62262
2023-12-31,R3_Pav (bread roll) — Egg / Veg,248,312.62567
2023-01-01,R3_Pav Bhaji,212,159.80515
2023-01-02,R3_Pav Bhaji,263,198.91916
2023-01-03,R3_Pav Bhaji,204,200.48958
2023-01-04,R3_Pav Bhaji,142,188.38135
2023-01-05,R3_Pav Bhaji,215,170.03134
2023-01-06,R3_Pav Bhaji,195,198.85114
2023-01-07,R3_Pav Bhaji,217,185.2015
2023-01-08,R3_Pav Bhaji,299,193.4573
2023-01-09,R3_Pav Bhaji,219,203.17313
2023-01-10,R3_Pav Bhaji,189,187.37503
2023-01-11,R3_Pav Bhaji,183,150.38728
2023-01-12,R3_Pav Bhaji,254,187.40659
2023-01-13,R3_Pav Bhaji,374,296.7027
2023-01-14,R3_Pav Bhaji,357,303.21542
2023-01-15,R3_Pav Bhaji,213,185.47601
2023-01-16,R3_Pav Bhaji,286,291.74554
2023-01-17,R3_Pav Bhaji,324,276.04138
2023-01-18,R3_Pav Bhaji,207,206.64648
2023-01-19,R3_Pav Bhaji,272,228.41435
2023-01-20,R3_Pav Bhaji,248,204.71196
2023-01-21,R3_Pav Bhaji,217,232.48688
2023-01-22,R3_Pav Bhaji,224,183.34894
2023-01-23,R3_Pav Bhaji,289,187.00592
2023-01-24,R3_Pav Bhaji,225,192.69562
2023-01-25,R3_Pav Bhaji,191,163.59375
2023-01-26,R3_Pav Bhaji,233,167.81157
2023-01-27,R3_Pav Bhaji,193,163.01328
2023-01-28,R3_Pav Bhaji,273,186.52173
2023-01-29,R3_Pav Bhaji,209,195.44899
2023-01-30,R3_Pav Bhaji,206,175.41011
2023-01-31,R3_Pav Bhaji,247,169.55597
2023-02-01,R3_Pav Bhaji,227,181.63368
2023-02-02,R3_Pav Bhaji,261,173.88191
2023-02-03,R3_Pav Bhaji,177,166.22665
2023-02-04,R3_Pav Bhaji,256,195.18929
2023-02-05,R3_Pav Bhaji,213,176.29375
2023-02-06,R3_Pav Bhaji,251,183.5997
2023-02-07,R3_Pav Bhaji,180,180.23703
2023-02-08,R3_Pav Bhaji,210,171.03735
2023-02-09,R3_Pav Bhaji,183,176.3972
2023-02-10,R3_Pav Bhaji,191,150.17992
2023-02-11,R3_Pav Bhaji,209,195.51237
2023-02-12,R3_Pav Bhaji,225,178.2928
2023-02-13,R3_Pav Bhaji,188,171.97649
2023-02-14,R3_Pav Bhaji,273,222.27957
2023-02-15,R3_Pav Bhaji,185,167.63095
2023-02-16,R3_Pav Bhaji,229,153.43666
2023-02-17,R3_Pav Bhaji,372,283.46667
2023-02-18,R3_Pav Bhaji,306,211.76244
2023-02-19,R3_Pav Bhaji,216,213.84616
2023-02-20,R3_Pav Bhaji,204,175.80664
2023-02-21,R3_Pav Bhaji,254,198.96716
2023-02-22,R3_Pav Bhaji,344,333.8752
2023-02-23,R3_Pav Bhaji,228,214.05324
2023-02-24,R3_Pav Bhaji,204,252.49834
2023-02-25,R3_Pav Bhaji,265,215.07758
2023-02-26,R3_Pav Bhaji,250,210.62814
2023-02-27,R3_Pav Bhaji,288,268.9123
2023-02-28,R3_Pav Bhaji,224,193.37917
2023-03-01,R3_Pav Bhaji,179,151.41573
2023-03-02,R3_Pav Bhaji,159,142.30707
2023-03-03,R3_Pav Bhaji,210,159.39432
2023-03-04,R3_Pav Bhaji,174,165.40843
2023-03-05,R3_Pav Bhaji,170,154.0968
2023-03-06,R3_Pav Bhaji,196,176.36829
2023-03-07,R3_Pav Bhaji,195,133.22481
2023-03-08,R3_Pav Bhaji,170,134.1895
2023-03-09,R3_Pav Bhaji,133,128.30325
2023-03-10,R3_Pav Bhaji,178,129.51617
2023-03-11,R3_Pav Bhaji,220,162.46155
2023-03-12,R3_Pav Bhaji,156,156.85321
2023-03-13,R3_Pav Bhaji,261,199.78696
2023-03-14,R3_Pav Bhaji,167,127.33333
2023-03-15,R3_Pav Bhaji,160,135.71295
2023-03-16,R3_Pav Bhaji,190,121.51448
2023-03-17,R3_Pav Bhaji,172,163.8378
2023-03-18,R3_Pav Bhaji,252,184.83955
2023-03-19,R3_Pav Bhaji,170,154.06088
2023-03-20,R3_Pav Bhaji,179,140.67287
2023-03-21,R3_Pav Bhaji,170,140.75894
2023-03-22,R3_Pav Bhaji,194,147.6783
2023-03-23,R3_Pav Bhaji,164,152.87938
2023-03-24,R3_Pav Bhaji,178,142.90512
2023-03-25,R3_Pav Bhaji,245,173.34749
2023-03-26,R3_Pav Bhaji,242,182.95796
2023-03-27,R3_Pav Bhaji,202,182.71562
2023-03-28,R3_Pav Bhaji,186,139.94519
2023-03-29,R3_Pav Bhaji,213,155.41841
2023-03-30,R3_Pav Bhaji,193,166.52196
2023-03-31,R3_Pav Bhaji,187,137.54346
2023-04-01,R3_Pav Bhaji,184,154.53366
2023-04-02,R3_Pav Bhaji,227,153.71689
2023-04-03,R3_Pav Bhaji,134,144.42259
2023-04-04,R3_Pav Bhaji,234,135.29211
2023-04-05,R3_Pav Bhaji,150,139.01308
2023-04-06,R3_Pav Bhaji,167,132.0731
2023-04-07,R3_Pav Bhaji,158,137.44507
2023-04-08,R3_Pav Bhaji,186,189.31465
2023-04-09,R3_Pav Bhaji,222,161.99063
2023-04-10,R3_Pav Bhaji,151,145.14758
2023-04-11,R3_Pav Bhaji,207,174.43414
2023-04-12,R3_Pav Bhaji,211,190.5973
2023-04-13,R3_Pav Bhaji,198,136.29807
2023-04-14,R3_Pav Bhaji,133,133.24864
2023-04-15,R3_Pav Bhaji,166,153.22693
2023-04-16,R3_Pav Bhaji,174,158.578
2023-04-17,R3_Pav Bhaji,199,143.41808
2023-04-18,R3_Pav Bhaji,163,138.60657
2023-04-19,R3_Pav Bhaji,128,138.10843
2023-04-20,R3_Pav Bhaji,172,122.07149
2023-04-21,R3_Pav Bhaji,254,173.1556
2023-04-22,R3_Pav Bhaji,297,263.97043
2023-04-23,R3_Pav Bhaji,285,261.58704
2023-04-24,R3_Pav Bhaji,178,176.78337
2023-04-25,R3_Pav Bhaji,231,231.9692
2023-04-26,R3_Pav Bhaji,201,153.51146
2023-04-27,R3_Pav Bhaji,193,152.87735
2023-04-28,R3_Pav Bhaji,189,136.93866
2023-04-29,R3_Pav Bhaji,155,161.45706
2023-04-30,R3_Pav Bhaji,225,188.86777
2023-05-01,R3_Pav Bhaji,176,140.97179
2023-05-02,R3_Pav Bhaji,138,131.59279
2023-05-03,R3_Pav Bhaji,193,135.73083
2023-05-04,R3_Pav Bhaji,181,127.276405
2023-05-05,R3_Pav Bhaji,179,131.37509
2023-05-06,R3_Pav Bhaji,212,199.12022
2023-05-07,R3_Pav Bhaji,168,159.81699
2023-05-08,R3_Pav Bhaji,193,174.36133
2023-05-09,R3_Pav Bhaji,163,136.82681
2023-05-10,R3_Pav Bhaji,160,133.05948
2023-05-11,R3_Pav Bhaji,133,134.9297
2023-05-12,R3_Pav Bhaji,146,126.10101
2023-05-13,R3_Pav Bhaji,200,142.28496
2023-05-14,R3_Pav Bhaji,237,185.9589
2023-05-15,R3_Pav Bhaji,235,172.78967
2023-05-16,R3_Pav Bhaji,166,138.17032
2023-05-17,R3_Pav Bhaji,195,129.45375
2023-05-18,R3_Pav Bhaji,142,135.88322
2023-05-19,R3_Pav Bhaji,160,124.75269
2023-05-20,R3_Pav Bhaji,196,155.48688
2023-05-21,R3_Pav Bhaji,292,240.63165
2023-05-22,R3_Pav Bhaji,170,132.0789
2023-05-23,R3_Pav Bhaji,199,192.25125
2023-05-24,R3_Pav Bhaji,197,151.94914
2023-05-25,R3_Pav Bhaji,232,183.48859
2023-05-26,R3_Pav Bhaji,163,149.39325
2023-05-27,R3_Pav Bhaji,245,184.82933
2023-05-28,R3_Pav Bhaji,215,175.38664
2023-05-29,R3_Pav Bhaji,185,147.74506
2023-05-30,R3_Pav Bhaji,126,134.75044
2023-05-31,R3_Pav Bhaji,213,155.93272
2023-06-01,R3_Pav Bhaji,145,128.62007
2023-06-02,R3_Pav Bhaji,155,125.40448
2023-06-03,R3_Pav Bhaji,233,194.51234
2023-06-04,R3_Pav Bhaji,206,155.70743
2023-06-05,R3_Pav Bhaji,201,140.07649
2023-06-06,R3_Pav Bhaji,147,127.222984
2023-06-07,R3_Pav Bhaji,146,130.93951
2023-06-08,R3_Pav Bhaji,184,128.13646
2023-06-09,R3_Pav Bhaji,184,130.12495
2023-06-10,R3_Pav Bhaji,178,152.58273
2023-06-11,R3_Pav Bhaji,191,157.16434
2023-06-12,R3_Pav Bhaji,204,141.2342
2023-06-13,R3_Pav Bhaji,177,130.5613
2023-06-14,R3_Pav Bhaji,160,128.03677
2023-06-15,R3_Pav Bhaji,162,123.774086
2023-06-16,R3_Pav Bhaji,148,123.546295
2023-06-17,R3_Pav Bhaji,237,156.87688
2023-06-18,R3_Pav Bhaji,199,191.47758
2023-06-19,R3_Pav Bhaji,148,147.43971
2023-06-20,R3_Pav Bhaji,121,135.33011
2023-06-21,R3_Pav Bhaji,144,130.30501
2023-06-22,R3_Pav Bhaji,170,139.43657
2023-06-23,R3_Pav Bhaji,203,148.1591
2023-06-24,R3_Pav Bhaji,233,169.401
2023-06-25,R3_Pav Bhaji,213,184.46039
2023-06-26,R3_Pav Bhaji,186,157.22925
2023-06-27,R3_Pav Bhaji,175,144.24063
2023-06-28,R3_Pav Bhaji,188,148.7474
2023-06-29,R3_Pav Bhaji,207,145.06683
2023-06-30,R3_Pav Bhaji,173,156.53806
2023-07-01,R3_Pav Bhaji,160,151.29837
2023-07-02,R3_Pav Bhaji,177,156.99994
2023-07-03,R3_Pav Bhaji,142,135.15349
2023-07-04,R3_Pav Bhaji,214,156.27151
2023-07-05,R3_Pav Bhaji,192,165.14664
2023-07-06,R3_Pav Bhaji,168,138.00902
2023-07-07,R3_Pav Bhaji,192,135.44707
2023-07-08,R3_Pav Bhaji,197,158.75534
2023-07-09,R3_Pav Bhaji,216,147.99283
2023-07-10,R3_Pav Bhaji,165,141.06999
2023-07-11,R3_Pav Bhaji,122,132.58759
2023-07-12,R3_Pav Bhaji,195,161.81165
2023-07-13,R3_Pav Bhaji,158,121.08
2023-07-14,R3_Pav Bhaji,186,154.01852
2023-07-15,R3_Pav Bhaji,267,225.58337
2023-07-16,R3_Pav Bhaji,171,187.13504
2023-07-17,R3_Pav Bhaji,213,180.79094
2023-07-18,R3_Pav Bhaji,188,147.4062
2023-07-19,R3_Pav Bhaji,221,156.48058
2023-07-20,R3_Pav Bhaji,206,140.37054
2023-07-21,R3_Pav Bhaji,152,128.829
2023-07-22,R3_Pav Bhaji,194,151.77061
2023-07-23,R3_Pav Bhaji,226,156.4634
2023-07-24,R3_Pav Bhaji,184,143.2292
2023-07-25,R3_Pav Bhaji,162,127.909386
2023-07-26,R3_Pav Bhaji,190,122.75447
2023-07-27,R3_Pav Bhaji,147,133.45047
2023-07-28,R3_Pav Bhaji,167,123.58994
2023-07-29,R3_Pav Bhaji,204,161.9195
2023-07-30,R3_Pav Bhaji,230,195.69217
2023-07-31,R3_Pav Bhaji,172,143.29628
2023-08-01,R3_Pav Bhaji,184,159.37163
2023-08-02,R3_Pav Bhaji,185,131.26189
2023-08-03,R3_Pav Bhaji,229,242.361
2023-08-04,R3_Pav Bhaji,158,130.89381
2023-08-05,R3_Pav Bhaji,272,232.90366
2023-08-06,R3_Pav Bhaji,191,176.48358
2023-08-07,R3_Pav Bhaji,183,147.16034
2023-08-08,R3_Pav Bhaji,198,144.19412
2023-08-09,R3_Pav Bhaji,172,137.46605
2023-08-10,R3_Pav Bhaji,142,141.34639
2023-08-11,R3_Pav Bhaji,179,135.79262
2023-08-12,R3_Pav Bhaji,178,154.06352
2023-08-13,R3_Pav Bhaji,177,155.77565
2023-08-14,R3_Pav Bhaji,190,159.88145
2023-08-15,R3_Pav Bhaji,152,171.03893
2023-08-16,R3_Pav Bhaji,159,134.41013
2023-08-17,R3_Pav Bhaji,199,168.62778
2023-08-18,R3_Pav Bhaji,250,193.55125
2023-08-19,R3_Pav Bhaji,221,157.60051
2023-08-20,R3_Pav Bhaji,190,188.48523
2023-08-21,R3_Pav Bhaji,180,171.21483
2023-08-22,R3_Pav Bhaji,155,129.32654
2023-08-23,R3_Pav Bhaji,157,123.028595
2023-08-24,R3_Pav Bhaji,150,128.04774
2023-08-25,R3_Pav Bhaji,194,126.93123
2023-08-26,R3_Pav Bhaji,215,148.73804
2023-08-27,R3_Pav Bhaji,237,197.45169
2023-08-28,R3_Pav Bhaji,219,137.63895
2023-08-29,R3_Pav Bhaji,206,132.38982
2023-08-30,R3_Pav Bhaji,178,130.14119
2023-08-31,R3_Pav Bhaji,137,127.67443
2023-09-01,R3_Pav Bhaji,167,139.67159
2023-09-02,R3_Pav Bhaji,177,159.95967
2023-09-03,R3_Pav Bhaji,177,151.01012
2023-09-04,R3_Pav Bhaji,142,140.78299
2023-09-05,R3_Pav Bhaji,155,135.27917
2023-09-06,R3_Pav Bhaji,156,165.15244
2023-09-07,R3_Pav Bhaji,183,125.753746
2023-09-08,R3_Pav Bhaji,143,121.51066
2023-09-09,R3_Pav Bhaji,197,137.12073
2023-09-10,R3_Pav Bhaji,172,145.95796
2023-09-11,R3_Pav Bhaji,170,133.5419
2023-09-12,R3_Pav Bhaji,208,163.17366
2023-09-13,R3_Pav Bhaji,185,167.59933
2023-09-14,R3_Pav Bhaji,144,122.63193
2023-09-15,R3_Pav Bhaji,176,130.59926
2023-09-16,R3_Pav Bhaji,256,238.1934
2023-09-17,R3_Pav Bhaji,205,156.326
2023-09-18,R3_Pav Bhaji,231,162.16353
2023-09-19,R3_Pav Bhaji,132,133.79214
2023-09-20,R3_Pav Bhaji,202,132.85896
2023-09-21,R3_Pav Bhaji,142,161.72505
2023-09-22,R3_Pav Bhaji,179,130.17242
2023-09-23,R3_Pav Bhaji,178,160.3364
2023-09-24,R3_Pav Bhaji,195,164.0035
2023-09-25,R3_Pav Bhaji,216,181.26866
2023-09-26,R3_Pav Bhaji,214,160.08922
2023-09-27,R3_Pav Bhaji,178,128.89496
2023-09-28,R3_Pav Bhaji,156,134.02399
2023-09-29,R3_Pav Bhaji,154,117.822845
2023-09-30,R3_Pav Bhaji,194,145.40034
2023-10-01,R3_Pav Bhaji,217,165.92662
2023-10-02,R3_Pav Bhaji,186,141.50604
2023-10-03,R3_Pav Bhaji,174,134.89032
2023-10-04,R3_Pav Bhaji,184,127.81714
2023-10-05,R3_Pav Bhaji,157,120.30382
2023-10-06,R3_Pav Bhaji,220,161.90817
2023-10-07,R3_Pav Bhaji,296,251.60756
2023-10-08,R3_Pav Bhaji,184,156.79953
2023-10-09,R3_Pav Bhaji,181,141.02045
2023-10-10,R3_Pav Bhaji,158,128.5793
2023-10-11,R3_Pav Bhaji,168,127.52128
2023-10-12,R3_Pav Bhaji,179,132.60484
2023-10-13,R3_Pav Bhaji,180,132.99586
2023-10-14,R3_Pav Bhaji,200,150.76059
2023-10-15,R3_Pav Bhaji,260,217.63496
2023-10-16,R3_Pav Bhaji,178,130.9797
2023-10-17,R3_Pav Bhaji,171,163.7982
2023-10-18,R3_Pav Bhaji,186,131.66917
2023-10-19,R3_Pav Bhaji,184,135.15149
2023-10-20,R3_Pav Bhaji,153,129.97084
2023-10-21,R3_Pav Bhaji,210,158.36607
2023-10-22,R3_Pav Bhaji,159,154.99606
2023-10-23,R3_Pav Bhaji,176,161.66977
2023-10-24,R3_Pav Bhaji,177,132.4501
2023-10-25,R3_Pav Bhaji,171,131.34846
2023-10-26,R3_Pav Bhaji,166,128.43105
2023-10-27,R3_Pav Bhaji,154,134.71982
2023-10-28,R3_Pav Bhaji,236,180.03891
2023-10-29,R3_Pav Bhaji,236,223.23193
2023-10-30,R3_Pav Bhaji,193,178.4545
2023-10-31,R3_Pav Bhaji,176,134.68683
2023-11-01,R3_Pav Bhaji,159,127.23164
2023-11-02,R3_Pav Bhaji,142,127.09793
2023-11-03,R3_Pav Bhaji,202,131.10847
2023-11-04,R3_Pav Bhaji,230,159.40598
2023-11-05,R3_Pav Bhaji,278,248.73103
2023-11-06,R3_Pav Bhaji,134,137.06764
2023-11-07,R3_Pav Bhaji,164,127.24154
2023-11-08,R3_Pav Bhaji,142,123.35554
2023-11-09,R3_Pav Bhaji,174,125.50713
2023-11-10,R3_Pav Bhaji,190,140.10515
2023-11-11,R3_Pav Bhaji,177,153.02658
2023-11-12,R3_Pav Bhaji,196,157.827
2023-11-13,R3_Pav Bhaji,171,140.52284
2023-11-14,R3_Pav Bhaji,227,168.75299
2023-11-15,R3_Pav Bhaji,160,161.64626
2023-11-16,R3_Pav Bhaji,159,131.92743
2023-11-17,R3_Pav Bhaji,182,131.96544
2023-11-18,R3_Pav Bhaji,218,194.93365
2023-11-19,R3_Pav Bhaji,182,154.42143
2023-11-20,R3_Pav Bhaji,154,145.71375
2023-11-21,R3_Pav Bhaji,165,133.38431
2023-11-22,R3_Pav Bhaji,236,130.52724
2023-11-23,R3_Pav Bhaji,195,128.50128
2023-11-24,R3_Pav Bhaji,230,204.67334
2023-11-25,R3_Pav Bhaji,161,152.9105
2023-11-26,R3_Pav Bhaji,168,155.63184
2023-11-27,R3_Pav Bhaji,148,128.83797
2023-11-28,R3_Pav Bhaji,181,129.2034
2023-11-29,R3_Pav Bhaji,249,192.70438
2023-11-30,R3_Pav Bhaji,181,131.76816
2023-12-01,R3_Pav Bhaji,160,168.15118
2023-12-02,R3_Pav Bhaji,281,183.71786
2023-12-03,R3_Pav Bhaji,227,167.31721
2023-12-04,R3_Pav Bhaji,200,146.20386
2023-12-05,R3_Pav Bhaji,227,185.84538
2023-12-06,R3_Pav Bhaji,246,176.88052
2023-12-07,R3_Pav Bhaji,221,175.00072
2023-12-08,R3_Pav Bhaji,229,172.75737
2023-12-09,R3_Pav Bhaji,238,189.49355
2023-12-10,R3_Pav Bhaji,258,180.2375
2023-12-11,R3_Pav Bhaji,154,162.65016
2023-12-12,R3_Pav Bhaji,210,155.37866
2023-12-13,R3_Pav Bhaji,308,258.25742
2023-12-14,R3_Pav Bhaji,228,194.98553
2023-12-15,R3_Pav Bhaji,220,180.3964
2023-12-16,R3_Pav Bhaji,276,178.02641
2023-12-17,R3_Pav Bhaji,307,212.90103
2023-12-18,R3_Pav Bhaji,221,174.08868
2023-12-19,R3_Pav Bhaji,126,164.19807
2023-12-20,R3_Pav Bhaji,264,158.21675
2023-12-21,R3_Pav Bhaji,205,180.2596
2023-12-22,R3_Pav Bhaji,225,154.53105
2023-12-23,R3_Pav Bhaji,187,178.71866
2023-12-24,R3_Pav Bhaji,351,190.98027
2023-12-25,R3_Pav Bhaji,243,213.57863
2023-12-26,R3_Pav Bhaji,280,250.99635
2023-12-27,R3_Pav Bhaji,235,220.5594
2023-12-28,R3_Pav Bhaji,208,206.20233
2023-12-29,R3_Pav Bhaji,220,193.73343
2023-12-30,R3_Pav Bhaji,252,194.39853
2023-12-31,R3_Pav Bhaji,255,195.6998
2023-01-01,R3_Pepperoni Pizza (small),53,123.49689
2023-01-02,R3_Pepperoni Pizza (small),55,59.51097
2023-01-03,R3_Pepperoni Pizza (small),46,58.669228
2023-01-04,R3_Pepperoni Pizza (small),57,45.06203
2023-01-05,R3_Pepperoni Pizza (small),70,89.05508
2023-01-06,R3_Pepperoni Pizza (small),62,75.23736
2023-01-07,R3_Pepperoni Pizza (small),66,66.247246
2023-01-08,R3_Pepperoni Pizza (small),70,65.29012
2023-01-09,R3_Pepperoni Pizza (small),59,60.552128
2023-01-10,R3_Pepperoni Pizza (small),69,59.223045
2023-01-11,R3_Pepperoni Pizza (small),51,59.821667
2023-01-12,R3_Pepperoni Pizza (small),40,56.393864
2023-01-13,R3_Pepperoni Pizza (small),44,55.208767
2023-01-14,R3_Pepperoni Pizza (small),60,63.689148
2023-01-15,R3_Pepperoni Pizza (small),79,70.52401
2023-01-16,R3_Pepperoni Pizza (small),56,85.61485
2023-01-17,R3_Pepperoni Pizza (small),48,68.08101
2023-01-18,R3_Pepperoni Pizza (small),42,49.292408
2023-01-19,R3_Pepperoni Pizza (small),53,50.963623
2023-01-20,R3_Pepperoni Pizza (small),53,52.85661
2023-01-21,R3_Pepperoni Pizza (small),48,58.493763
2023-01-22,R3_Pepperoni Pizza (small),75,53.439713
2023-01-23,R3_Pepperoni Pizza (small),57,56.22646
2023-01-24,R3_Pepperoni Pizza (small),61,53.86933
2023-01-25,R3_Pepperoni Pizza (small),48,53.814186
2023-01-26,R3_Pepperoni Pizza (small),55,50.439472
2023-01-27,R3_Pepperoni Pizza (small),53,53.533634
2023-01-28,R3_Pepperoni Pizza (small),48,56.23219
2023-01-29,R3_Pepperoni Pizza (small),55,55.73816
2023-01-30,R3_Pepperoni Pizza (small),44,52.558994
2023-01-31,R3_Pepperoni Pizza (small),54,52.19833
2023-02-01,R3_Pepperoni Pizza (small),60,51.251244
2023-02-02,R3_Pepperoni Pizza (small),44,53.004948
2023-02-03,R3_Pepperoni Pizza (small),54,51.682602
2023-02-04,R3_Pepperoni Pizza (small),70,57.460705
2023-02-05,R3_Pepperoni Pizza (small),54,60.32083
2023-02-06,R3_Pepperoni Pizza (small),51,54.168404
2023-02-07,R3_Pepperoni Pizza (small),44,52.44569
2023-02-08,R3_Pepperoni Pizza (small),50,54.262844
2023-02-09,R3_Pepperoni Pizza (small),50,49.998985
2023-02-10,R3_Pepperoni Pizza (small),55,50.65933
2023-02-11,R3_Pepperoni Pizza (small),70,58.251324
2023-02-12,R3_Pepperoni Pizza (small),59,60.776146
2023-02-13,R3_Pepperoni Pizza (small),57,64.210754
2023-02-14,R3_Pepperoni Pizza (small),43,58.40804
2023-02-15,R3_Pepperoni Pizza (small),74,62.932346
2023-02-16,R3_Pepperoni Pizza (small),49,58.170338
2023-02-17,R3_Pepperoni Pizza (small),79,73.11358
2023-02-18,R3_Pepperoni Pizza (small),64,64.36166
2023-02-19,R3_Pepperoni Pizza (small),66,63.629795
2023-02-20,R3_Pepperoni Pizza (small),47,61.128014
2023-02-21,R3_Pepperoni Pizza (small),57,53.62677
2023-02-22,R3_Pepperoni Pizza (small),50,65.67623
2023-02-23,R3_Pepperoni Pizza (small),53,51.839264
2023-02-24,R3_Pepperoni Pizza (small),64,56.08177
2023-02-25,R3_Pepperoni Pizza (small),65,64.00027
2023-02-26,R3_Pepperoni Pizza (small),62,65.09888
2023-02-27,R3_Pepperoni Pizza (small),110,72.642075
2023-02-28,R3_Pepperoni Pizza (small),68,83.55153
2023-03-01,R3_Pepperoni Pizza (small),56,69.90377
2023-03-02,R3_Pepperoni Pizza (small),49,58.189682
2023-03-03,R3_Pepperoni Pizza (small),38,51.154133
2023-03-04,R3_Pepperoni Pizza (small),49,55.443256
2023-03-05,R3_Pepperoni Pizza (small),58,53.082024
2023-03-06,R3_Pepperoni Pizza (small),47,47.785175
2023-03-07,R3_Pepperoni Pizza (small),48,44.773983
2023-03-08,R3_Pepperoni Pizza (small),36,42.95289
2023-03-09,R3_Pepperoni Pizza (small),45,40.496994
2023-03-10,R3_Pepperoni Pizza (small),39,40.34164
2023-03-11,R3_Pepperoni Pizza (small),37,49.400784
2023-03-12,R3_Pepperoni Pizza (small),44,47.793636
2023-03-13,R3_Pepperoni Pizza (small),48,45.276363
2023-03-14,R3_Pepperoni Pizza (small),53,37.100193
2023-03-15,R3_Pepperoni Pizza (small),43,41.38859
2023-03-16,R3_Pepperoni Pizza (small),54,42.083477
2023-03-17,R3_Pepperoni Pizza (small),44,43.59472
2023-03-18,R3_Pepperoni Pizza (small),51,52.03754
2023-03-19,R3_Pepperoni Pizza (small),65,49.42157
2023-03-20,R3_Pepperoni Pizza (small),51,59.202778
2023-03-21,R3_Pepperoni Pizza (small),48,50.585716
2023-03-22,R3_Pepperoni Pizza (small),52,56.18246
2023-03-23,R3_Pepperoni Pizza (small),50,51.456516
2023-03-24,R3_Pepperoni Pizza (small),45,49.888035
2023-03-25,R3_Pepperoni Pizza (small),63,53.037514
2023-03-26,R3_Pepperoni Pizza (small),55,60.543507
2023-03-27,R3_Pepperoni Pizza (small),49,52.87317
2023-03-28,R3_Pepperoni Pizza (small),49,49.201126
2023-03-29,R3_Pepperoni Pizza (small),47,49.248352
2023-03-30,R3_Pepperoni Pizza (small),36,44.36694
